Date;Country;AreaCode;Area;TotalCases
18/03/2020;England;E08000006;Salford;14
18/03/2020;England;E08000028;Sandwell;29
18/03/2020;England;E08000014;Sefton;9
18/03/2020;England;E08000019;Sheffield;81
18/03/2020;England;E06000051;Shropshire;26
18/03/2020;England;E06000039;Slough;38
18/03/2020;England;E08000029;Solihull;5
18/03/2020;England;E10000027;Somerset;15
18/03/2020;England;E06000025;South Gloucestershire;16
18/03/2020;England;E08000023;South Tyneside;3
18/03/2020;England;E06000045;Southampton;11
18/03/2020;England;E09000028;Southwark;129
18/03/2020;England;E08000013;St. Helens;5
18/03/2020;England;E10000028;Staffordshire;51
18/03/2020;England;E08000007;Stockport;28
18/03/2020;England;E06000021;Stoke-on-Trent;5
18/03/2020;England;E10000029;Suffolk;25
18/03/2020;England;E08000024;Sunderland;6
18/03/2020;England;E10000030;Surrey;126
18/03/2020;England;E09000029;Sutton;26
18/03/2020;England;E06000030;Swindon;8
18/03/2020;England;E08000008;Tameside;22
18/03/2020;England;E06000020;Telford and Wrekin;9
18/03/2020;England;E06000034;Thurrock;13
18/03/2020;England;E06000027;Torbay;10
18/03/2020;England;E09000030;Tower Hamlets;45
18/03/2020;England;E08000009;Trafford;21
18/03/2020;England;E08000036;Wakefield;9
18/03/2020;England;E08000030;Walsall;32
18/03/2020;England;E09000031;Waltham Forest;33
18/03/2020;England;E09000032;Wandsworth;113
18/03/2020;England;E10000031;Warwickshire;50
18/03/2020;England;E06000037;West Berkshire;10
18/03/2020;England;E10000032;West Sussex;39
18/03/2020;England;E09000033;Westminster;108
18/03/2020;England;E08000010;Wigan;10
18/03/2020;England;E06000054;Wiltshire;22
18/03/2020;England;E06000041;Wokingham;17
18/03/2020;England;E08000031;Wolverhampton;64
18/03/2020;England;E10000034;Worcestershire;33
18/03/2020;England;E06000014;York;9
18/03/2020;Scotland;S08000015;Ayrshire and Arran;9
18/03/2020;Scotland;S08000016;Borders;7
18/03/2020;Scotland;S08000017;Dumfries and Galloway;
18/03/2020;Scotland;S08000029;Fife;8
18/03/2020;Scotland;S08000019;Forth Valley;15
18/03/2020;Scotland;S08000020;Grampian;18
18/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;57
18/03/2020;Scotland;S08000022;Highland;5
18/03/2020;Scotland;S08000032;Lanarkshire;25
18/03/2020;Scotland;S08000024;Lothian;33
18/03/2020;Scotland;S08000025;Orkney;
18/03/2020;Scotland;S08000026;Shetland;16
18/03/2020;Scotland;S08000030;Tayside;24
18/03/2020;Scotland;S08000028;Western Isles;
18/03/2020;Wales;W11000028;Aneurin Bevan;127
18/03/2020;Wales;W11000023;Betsi Cadwaladr;9
18/03/2020;Wales;W11000029;Cardiff and Vale;43
18/03/2020;Wales;W11000030;Cwm Taf;9
18/03/2020;Wales;W11000025;Hywel Dda;15
18/03/2020;Wales;;Outside Wales;2
18/03/2020;Wales;W11000024;Powys;10
18/03/2020;Wales;W11000031;Swansea Bay;36
18/03/2020;Wales;;Unknown;2
19/03/2020;England;E09000002;Barking and Dagenham;33
19/03/2020;England;E09000003;Barnet;111
19/03/2020;England;E08000016;Barnsley;17
19/03/2020;England;E06000022;Bath and North East Somerset;13
19/03/2020;England;E06000055;Bedford;7
19/03/2020;England;E09000004;Bexley;41
19/03/2020;England;E08000025;Birmingham;161
19/03/2020;England;E08000001;Bolton;18
19/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;12
19/03/2020;England;E06000036;Bracknell Forest;7
19/03/2020;England;E09000005;Brent;124
19/03/2020;England;E06000043;Brighton and Hove;21
19/03/2020;England;E06000023;Bristol, City of;24
19/03/2020;England;E09000006;Bromley;66
19/03/2020;England;E10000002;Buckinghamshire;66
19/03/2020;England;E08000002;Bury;14
19/03/2020;England;E10000003;Cambridgeshire;34
19/03/2020;England;E09000007;Camden;56
19/03/2020;England;E06000056;Central Bedfordshire;21
19/03/2020;England;E06000049;Cheshire East;23
19/03/2020;England;E06000050;Cheshire West and Chester;17
19/03/2020;England;E06000052;Cornwall and Isles of Scilly;23
19/03/2020;England;E06000047;County Durham;9
19/03/2020;England;E08000026;Coventry;26
19/03/2020;England;E09000008;Croydon;96
19/03/2020;England;E10000006;Cumbria;106
19/03/2020;England;E06000005;Darlington;3
19/03/2020;England;E06000015;Derby;34
19/03/2020;England;E10000007;Derbyshire;90
19/03/2020;England;E08000017;Doncaster;11
19/03/2020;England;E06000059;Dorset;13
19/03/2020;England;E08000027;Dudley;36
19/03/2020;England;E09000009;Ealing;99
19/03/2020;England;E06000011;East Riding of Yorkshire;17
19/03/2020;England;E10000011;East Sussex;20
19/03/2020;England;E09000010;Enfield;66
19/03/2020;England;E10000012;Essex;73
19/03/2020;England;E10000013;Gloucestershire;34
19/03/2020;England;E09000011;Greenwich;64
19/03/2020;England;E09000012;Hackney;56
19/03/2020;England;E09000013;Hammersmith and Fulham;52
19/03/2020;England;E10000014;Hampshire;159
19/03/2020;England;E09000014;Haringey;61
19/03/2020;England;E09000015;Harrow;99
19/03/2020;England;E09000016;Havering;36
19/03/2020;England;E10000015;Hertfordshire;120
19/03/2020;England;E09000017;Hillingdon;66
19/03/2020;England;E09000018;Hounslow;67
19/03/2020;England;E09000019;Islington;62
19/03/2020;England;E09000020;Kensington and Chelsea;82
19/03/2020;England;E10000016;Kent;76
19/03/2020;England;E09000021;Kingston upon Thames;29
19/03/2020;England;E08000034;Kirklees;14
19/03/2020;England;E09000022;Lambeth;143
19/03/2020;England;E10000017;Lancashire;52
19/03/2020;England;E08000035;Leeds;28
19/03/2020;England;E06000016;Leicester;19
19/03/2020;England;E10000018;Leicestershire;52
19/03/2020;England;E09000023;Lewisham;73
19/03/2020;England;E10000019;Lincolnshire;24
19/03/2020;England;E08000012;Liverpool;35
19/03/2020;England;E06000032;Luton;18
19/03/2020;England;E08000003;Manchester;35
19/03/2020;England;E06000035;Medway;20
19/03/2020;England;E09000024;Merton;74
19/03/2020;England;E06000042;Milton Keynes;27
19/03/2020;England;E08000021;Newcastle upon Tyne;27
19/03/2020;England;E09000025;Newham;53
19/03/2020;England;E10000020;Norfolk;35
19/03/2020;England;E06000013;North Lincolnshire;4
19/03/2020;England;E08000022;North Tyneside;15
19/03/2020;England;E10000023;North Yorkshire;22
19/03/2020;England;E10000021;Northamptonshire;34
19/03/2020;England;E06000057;Northumberland;9
19/03/2020;England;E06000018;Nottingham;29
19/03/2020;England;E10000024;Nottinghamshire;63
19/03/2020;England;E08000004;Oldham;22
19/03/2020;England;E10000025;Oxfordshire;66
19/03/2020;England;E06000031;Peterborough;4
19/03/2020;England;E06000026;Plymouth;12
19/03/2020;England;E06000044;Portsmouth;24
19/03/2020;England;E06000038;Reading;16
19/03/2020;England;E09000026;Redbridge;51
19/03/2020;England;E06000003;Redcar and Cleveland;3
19/03/2020;England;E09000027;Richmond upon Thames;27
19/03/2020;England;E08000005;Rochdale;15
19/03/2020;England;E08000018;Rotherham;12
19/03/2020;England;E08000006;Salford;21
19/03/2020;England;E08000028;Sandwell;47
19/03/2020;England;E08000014;Sefton;13
19/03/2020;England;E08000019;Sheffield;107
19/03/2020;England;E06000051;Shropshire;28
19/03/2020;England;E06000039;Slough;43
19/03/2020;England;E08000029;Solihull;10
19/03/2020;England;E10000027;Somerset;16
19/03/2020;England;E06000025;South Gloucestershire;17
19/03/2020;England;E08000023;South Tyneside;4
19/03/2020;England;E06000045;Southampton;14
19/03/2020;England;E09000028;Southwark;144
19/03/2020;England;E08000013;St. Helens;6
19/03/2020;England;E10000028;Staffordshire;64
19/03/2020;England;E08000007;Stockport;35
19/03/2020;England;E06000004;Stockton-on-Tees;10
19/03/2020;England;E06000021;Stoke-on-Trent;6
19/03/2020;England;E10000029;Suffolk;26
19/03/2020;England;E08000024;Sunderland;9
19/03/2020;England;E10000030;Surrey;148
19/03/2020;England;E09000029;Sutton;29
19/03/2020;England;E08000008;Tameside;26
19/03/2020;England;E06000020;Telford and Wrekin;11
19/03/2020;England;E06000034;Thurrock;14
19/03/2020;England;E09000030;Tower Hamlets;55
19/03/2020;England;E08000009;Trafford;25
19/03/2020;England;E08000036;Wakefield;10
19/03/2020;England;E08000030;Walsall;40
19/03/2020;England;E09000031;Waltham Forest;42
19/03/2020;England;E09000032;Wandsworth;130
19/03/2020;England;E06000007;Warrington;6
19/03/2020;England;E10000031;Warwickshire;58
19/03/2020;England;E06000037;West Berkshire;11
19/03/2020;England;E10000032;West Sussex;48
19/03/2020;England;E09000033;Westminster;117
19/03/2020;England;E06000054;Wiltshire;27
19/03/2020;England;E06000040;Windsor and Maidenhead;22
19/03/2020;England;E08000015;Wirral;11
19/03/2020;England;E06000041;Wokingham;19
19/03/2020;England;E08000031;Wolverhampton;71
19/03/2020;England;E10000034;Worcestershire;42
19/03/2020;England;E06000014;York;11
19/03/2020;Scotland;S08000015;Ayrshire and Arran;12
19/03/2020;Scotland;S08000016;Borders;8
19/03/2020;Scotland;S08000017;Dumfries and Galloway;6
19/03/2020;Scotland;S08000029;Fife;9
19/03/2020;Scotland;S08000019;Forth Valley;17
19/03/2020;Scotland;S08000020;Grampian;18
19/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;71
19/03/2020;Scotland;S08000022;Highland;6
19/03/2020;Scotland;S08000032;Lanarkshire;33
19/03/2020;Scotland;S08000024;Lothian;35
19/03/2020;Scotland;S08000025;Orkney;
19/03/2020;Scotland;S08000026;Shetland;24
19/03/2020;Scotland;S08000030;Tayside;27
19/03/2020;Scotland;S08000028;Western Isles;
19/03/2020;Wales;W11000028;Aneurin Bevan;160
19/03/2020;Wales;W11000023;Betsi Cadwaladr;11
19/03/2020;Wales;W11000029;Cardiff and Vale;58
19/03/2020;Wales;W11000030;Cwm Taf;10
19/03/2020;Wales;W11000025;Hywel Dda;16
19/03/2020;Wales;;Outside Wales;2
19/03/2020;Wales;W11000024;Powys;10
19/03/2020;Wales;W11000031;Swansea Bay;41
19/03/2020;Wales;;Unknown;2
20/03/2020;England;E09000002;Barking and Dagenham;42
20/03/2020;England;E09000003;Barnet;132
20/03/2020;England;E08000016;Barnsley;18
20/03/2020;England;E06000022;Bath and North East Somerset;16
20/03/2020;England;E09000004;Bexley;49
20/03/2020;England;E08000025;Birmingham;213
20/03/2020;England;E06000008;Blackburn with Darwen;3
20/03/2020;England;E06000009;Blackpool;7
20/03/2020;England;E08000001;Bolton;20
20/03/2020;England;E06000036;Bracknell Forest;8
20/03/2020;England;E08000032;Bradford;14
20/03/2020;England;E09000005;Brent;145
20/03/2020;England;E06000043;Brighton and Hove;24
20/03/2020;England;E06000023;Bristol, City of;28
20/03/2020;England;E09000006;Bromley;84
20/03/2020;England;E10000002;Buckinghamshire;73
20/03/2020;England;E08000002;Bury;15
20/03/2020;England;E10000003;Cambridgeshire;43
20/03/2020;England;E09000007;Camden;62
20/03/2020;England;E06000056;Central Bedfordshire;23
20/03/2020;England;E06000049;Cheshire East;24
20/03/2020;England;E06000050;Cheshire West and Chester;20
20/03/2020;England;E09000001;City of London;5
20/03/2020;England;E06000052;Cornwall and Isles of Scilly;29
20/03/2020;England;E06000047;County Durham;12
20/03/2020;England;E08000026;Coventry;27
20/03/2020;England;E09000008;Croydon;121
20/03/2020;England;E10000006;Cumbria;118
20/03/2020;England;E06000015;Derby;37
20/03/2020;England;E10000007;Derbyshire;101
20/03/2020;England;E10000008;Devon;47
20/03/2020;England;E08000017;Doncaster;15
20/03/2020;England;E06000059;Dorset;16
20/03/2020;England;E08000027;Dudley;47
20/03/2020;England;E09000009;Ealing;115
20/03/2020;England;E10000011;East Sussex;24
20/03/2020;England;E09000010;Enfield;86
20/03/2020;England;E10000012;Essex;88
20/03/2020;England;E08000037;Gateshead;3
20/03/2020;England;E10000013;Gloucestershire;41
20/03/2020;England;E09000011;Greenwich;78
20/03/2020;England;E09000012;Hackney;65
20/03/2020;England;E06000006;Halton;8
20/03/2020;England;E09000013;Hammersmith and Fulham;60
20/03/2020;England;E10000014;Hampshire;189
20/03/2020;England;E09000014;Haringey;72
20/03/2020;England;E09000015;Harrow;113
20/03/2020;England;E06000001;Hartlepool;3
20/03/2020;England;E09000016;Havering;40
20/03/2020;England;E06000019;Herefordshire, County of;12
20/03/2020;England;E10000015;Hertfordshire;142
20/03/2020;England;E09000017;Hillingdon;77
20/03/2020;England;E09000018;Hounslow;73
20/03/2020;England;E06000046;Isle of Wight;3
20/03/2020;England;E09000019;Islington;65
20/03/2020;England;E09000020;Kensington and Chelsea;87
20/03/2020;England;E10000016;Kent;92
20/03/2020;England;E09000021;Kingston upon Thames;35
20/03/2020;England;E08000034;Kirklees;18
20/03/2020;England;E08000011;Knowsley;6
20/03/2020;England;E09000022;Lambeth;174
20/03/2020;England;E10000017;Lancashire;60
20/03/2020;England;E08000035;Leeds;35
20/03/2020;England;E06000016;Leicester;21
20/03/2020;England;E10000018;Leicestershire;58
20/03/2020;England;E09000023;Lewisham;95
20/03/2020;England;E10000019;Lincolnshire;29
20/03/2020;England;E08000012;Liverpool;45
20/03/2020;England;E06000032;Luton;27
20/03/2020;England;E08000003;Manchester;39
20/03/2020;England;E06000035;Medway;22
20/03/2020;England;E09000024;Merton;83
20/03/2020;England;E06000002;Middlesbrough;4
20/03/2020;England;E06000042;Milton Keynes;29
20/03/2020;England;E08000021;Newcastle upon Tyne;35
20/03/2020;England;E09000025;Newham;67
20/03/2020;England;E10000020;Norfolk;38
20/03/2020;England;E06000012;North East Lincolnshire;2
20/03/2020;England;E06000013;North Lincolnshire;5
20/03/2020;England;E06000024;North Somerset;19
20/03/2020;England;E08000022;North Tyneside;18
20/03/2020;England;E10000023;North Yorkshire;30
20/03/2020;England;E10000021;Northamptonshire;44
20/03/2020;England;E06000057;Northumberland;10
20/03/2020;England;E06000018;Nottingham;36
20/03/2020;England;E10000024;Nottinghamshire;72
20/03/2020;England;E08000004;Oldham;25
20/03/2020;England;E10000025;Oxfordshire;71
20/03/2020;England;E06000031;Peterborough;9
20/03/2020;England;E06000026;Plymouth;14
20/03/2020;England;E06000044;Portsmouth;27
20/03/2020;England;E09000026;Redbridge;56
20/03/2020;England;E09000027;Richmond upon Thames;36
20/03/2020;England;E08000005;Rochdale;18
20/03/2020;England;E08000018;Rotherham;15
20/03/2020;England;E08000006;Salford;30
20/03/2020;England;E08000028;Sandwell;53
20/03/2020;England;E08000014;Sefton;15
20/03/2020;England;E08000019;Sheffield;132
20/03/2020;England;E06000051;Shropshire;33
20/03/2020;England;E06000039;Slough;48
20/03/2020;England;E08000029;Solihull;14
20/03/2020;England;E10000027;Somerset;19
20/03/2020;England;E08000023;South Tyneside;6
20/03/2020;England;E06000045;Southampton;17
20/03/2020;England;E09000028;Southwark;167
20/03/2020;England;E08000013;St. Helens;10
20/03/2020;England;E10000028;Staffordshire;79
20/03/2020;England;E08000007;Stockport;37
20/03/2020;England;E06000004;Stockton-on-Tees;12
20/03/2020;England;E06000021;Stoke-on-Trent;7
20/03/2020;England;E10000029;Suffolk;30
20/03/2020;England;E08000024;Sunderland;12
20/03/2020;England;E10000030;Surrey;174
20/03/2020;England;E09000029;Sutton;39
20/03/2020;England;E06000030;Swindon;9
20/03/2020;England;E08000008;Tameside;28
20/03/2020;England;E06000020;Telford and Wrekin;12
20/03/2020;England;E06000027;Torbay;15
20/03/2020;England;E09000030;Tower Hamlets;66
20/03/2020;England;E08000009;Trafford;32
20/03/2020;England;E08000036;Wakefield;12
20/03/2020;England;E08000030;Walsall;49
20/03/2020;England;E09000031;Waltham Forest;55
20/03/2020;England;E09000032;Wandsworth;153
20/03/2020;England;E06000007;Warrington;7
20/03/2020;England;E10000031;Warwickshire;70
20/03/2020;England;E06000037;West Berkshire;14
20/03/2020;England;E10000032;West Sussex;56
20/03/2020;England;E09000033;Westminster;132
20/03/2020;England;E08000010;Wigan;11
20/03/2020;England;E06000054;Wiltshire;31
20/03/2020;England;E06000040;Windsor and Maidenhead;27
20/03/2020;England;E08000015;Wirral;13
20/03/2020;England;E06000041;Wokingham;21
20/03/2020;England;E08000031;Wolverhampton;86
20/03/2020;England;E10000034;Worcestershire;56
20/03/2020;England;E06000014;York;12
20/03/2020;Scotland;S08000015;Ayrshire and Arran;16
20/03/2020;Scotland;S08000016;Borders;9
20/03/2020;Scotland;S08000017;Dumfries and Galloway;10
20/03/2020;Scotland;S08000029;Fife;12
20/03/2020;Scotland;S08000019;Forth Valley;23
20/03/2020;Scotland;S08000020;Grampian;19
20/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;91
20/03/2020;Scotland;S08000022;Highland;6
20/03/2020;Scotland;S08000032;Lanarkshire;41
20/03/2020;Scotland;S08000024;Lothian;40
20/03/2020;Scotland;S08000025;Orkney;
20/03/2020;Scotland;S08000026;Shetland;24
20/03/2020;Scotland;S08000030;Tayside;31
20/03/2020;Scotland;S08000028;Western Isles;
20/03/2020;Wales;W11000028;Aneurin Bevan;199
20/03/2020;Wales;W11000023;Betsi Cadwaladr;12
20/03/2020;Wales;W11000029;Cardiff and Vale;70
20/03/2020;Wales;W11000030;Cwm Taf;20
20/03/2020;Wales;W11000025;Hywel Dda;18
20/03/2020;Wales;;Outside Wales;3
20/03/2020;Wales;W11000024;Powys;12
20/03/2020;Wales;W11000031;Swansea Bay;47
20/03/2020;Wales;;Unknown;2
21/03/2020;England;E09000002;Barking and Dagenham;52
21/03/2020;England;E09000003;Barnet;150
21/03/2020;England;E08000016;Barnsley;22
21/03/2020;England;E06000022;Bath and North East Somerset;17
21/03/2020;England;E06000055;Bedford;8
21/03/2020;England;E09000004;Bexley;53
21/03/2020;England;E08000025;Birmingham;243
21/03/2020;England;E06000009;Blackpool;8
21/03/2020;England;E08000001;Bolton;21
21/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;15
21/03/2020;England;E06000036;Bracknell Forest;13
21/03/2020;England;E08000032;Bradford;17
21/03/2020;England;E09000005;Brent;163
21/03/2020;England;E06000043;Brighton and Hove;27
21/03/2020;England;E06000023;Bristol, City of;36
21/03/2020;England;E09000006;Bromley;100
21/03/2020;England;E10000002;Buckinghamshire;84
21/03/2020;England;E08000002;Bury;17
21/03/2020;England;E08000033;Calderdale;7
21/03/2020;England;E10000003;Cambridgeshire;52
21/03/2020;England;E09000007;Camden;77
21/03/2020;England;E06000056;Central Bedfordshire;26
21/03/2020;England;E06000049;Cheshire East;27
21/03/2020;England;E06000050;Cheshire West and Chester;21
21/03/2020;England;E06000052;Cornwall and Isles of Scilly;32
21/03/2020;England;E06000047;County Durham;15
21/03/2020;England;E08000026;Coventry;36
21/03/2020;England;E09000008;Croydon;146
21/03/2020;England;E10000006;Cumbria;141
21/03/2020;England;E06000015;Derby;45
21/03/2020;England;E10000007;Derbyshire;121
21/03/2020;England;E10000008;Devon;48
21/03/2020;England;E06000059;Dorset;19
21/03/2020;England;E08000027;Dudley;53
21/03/2020;England;E09000009;Ealing;126
21/03/2020;England;E10000011;East Sussex;28
21/03/2020;England;E09000010;Enfield;94
21/03/2020;England;E10000012;Essex;107
21/03/2020;England;E08000037;Gateshead;5
21/03/2020;England;E10000013;Gloucestershire;50
21/03/2020;England;E09000011;Greenwich;96
21/03/2020;England;E09000012;Hackney;70
21/03/2020;England;E09000013;Hammersmith and Fulham;72
21/03/2020;England;E10000014;Hampshire;212
21/03/2020;England;E09000014;Haringey;83
21/03/2020;England;E09000015;Harrow;131
21/03/2020;England;E09000016;Havering;46
21/03/2020;England;E10000015;Hertfordshire;162
21/03/2020;England;E09000017;Hillingdon;86
21/03/2020;England;E09000018;Hounslow;87
21/03/2020;England;E06000046;Isle of Wight;4
21/03/2020;England;E09000019;Islington;73
21/03/2020;England;E09000020;Kensington and Chelsea;92
21/03/2020;England;E10000016;Kent;99
21/03/2020;England;E06000010;Kingston upon Hull, City of;4
21/03/2020;England;E09000021;Kingston upon Thames;36
21/03/2020;England;E08000034;Kirklees;21
21/03/2020;England;E08000011;Knowsley;9
21/03/2020;England;E09000022;Lambeth;192
21/03/2020;England;E10000017;Lancashire;69
21/03/2020;England;E08000035;Leeds;41
21/03/2020;England;E06000016;Leicester;26
21/03/2020;England;E10000018;Leicestershire;67
21/03/2020;England;E09000023;Lewisham;103
21/03/2020;England;E10000019;Lincolnshire;33
21/03/2020;England;E08000012;Liverpool;59
21/03/2020;England;E06000032;Luton;30
21/03/2020;England;E08000003;Manchester;42
21/03/2020;England;E06000035;Medway;32
21/03/2020;England;E09000024;Merton;90
21/03/2020;England;E06000002;Middlesbrough;5
21/03/2020;England;E06000042;Milton Keynes;33
21/03/2020;England;E08000021;Newcastle upon Tyne;44
21/03/2020;England;E09000025;Newham;73
21/03/2020;England;E10000020;Norfolk;44
21/03/2020;England;E06000012;North East Lincolnshire;3
21/03/2020;England;E06000024;North Somerset;20
21/03/2020;England;E10000023;North Yorkshire;41
21/03/2020;England;E10000021;Northamptonshire;51
21/03/2020;England;E06000018;Nottingham;42
21/03/2020;England;E10000024;Nottinghamshire;82
21/03/2020;England;E08000004;Oldham;35
21/03/2020;England;E10000025;Oxfordshire;77
21/03/2020;England;E06000031;Peterborough;12
21/03/2020;England;E06000026;Plymouth;16
21/03/2020;England;E06000044;Portsmouth;28
21/03/2020;England;E06000038;Reading;19
21/03/2020;England;E09000026;Redbridge;66
21/03/2020;England;E06000003;Redcar and Cleveland;4
21/03/2020;England;E09000027;Richmond upon Thames;38
21/03/2020;England;E08000005;Rochdale;24
21/03/2020;England;E08000018;Rotherham;19
21/03/2020;England;E08000006;Salford;38
21/03/2020;England;E08000028;Sandwell;60
21/03/2020;England;E08000014;Sefton;17
21/03/2020;England;E08000019;Sheffield;169
21/03/2020;England;E06000051;Shropshire;35
21/03/2020;England;E06000039;Slough;50
21/03/2020;England;E08000029;Solihull;18
21/03/2020;England;E10000027;Somerset;22
21/03/2020;England;E06000025;South Gloucestershire;20
21/03/2020;England;E08000023;South Tyneside;8
21/03/2020;England;E06000045;Southampton;23
21/03/2020;England;E06000033;Southend-on-Sea;9
21/03/2020;England;E09000028;Southwark;180
21/03/2020;England;E08000013;St. Helens;12
21/03/2020;England;E10000028;Staffordshire;97
21/03/2020;England;E08000007;Stockport;43
21/03/2020;England;E06000021;Stoke-on-Trent;9
21/03/2020;England;E10000029;Suffolk;39
21/03/2020;England;E08000024;Sunderland;17
21/03/2020;England;E10000030;Surrey;198
21/03/2020;England;E09000029;Sutton;44
21/03/2020;England;E08000008;Tameside;36
21/03/2020;England;E06000020;Telford and Wrekin;14
21/03/2020;England;E06000034;Thurrock;17
21/03/2020;England;E06000027;Torbay;16
21/03/2020;England;E09000030;Tower Hamlets;74
21/03/2020;England;E08000009;Trafford;36
21/03/2020;England;E08000036;Wakefield;14
21/03/2020;England;E08000030;Walsall;61
21/03/2020;England;E09000031;Waltham Forest;67
21/03/2020;England;E09000032;Wandsworth;169
21/03/2020;England;E06000007;Warrington;8
21/03/2020;England;E10000031;Warwickshire;79
21/03/2020;England;E06000037;West Berkshire;21
21/03/2020;England;E10000032;West Sussex;66
21/03/2020;England;E09000033;Westminster;145
21/03/2020;England;E08000010;Wigan;15
21/03/2020;England;E06000054;Wiltshire;35
21/03/2020;England;E06000040;Windsor and Maidenhead;29
21/03/2020;England;E08000015;Wirral;16
21/03/2020;England;E08000031;Wolverhampton;97
21/03/2020;England;E10000034;Worcestershire;69
21/03/2020;England;E06000014;York;13
21/03/2020;Scotland;S08000015;Ayrshire and Arran;21
21/03/2020;Scotland;S08000016;Borders;10
21/03/2020;Scotland;S08000017;Dumfries and Galloway;13
21/03/2020;Scotland;S08000029;Fife;13
21/03/2020;Scotland;S08000019;Forth Valley;27
21/03/2020;Scotland;S08000020;Grampian;20
21/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;110
21/03/2020;Scotland;S08000022;Highland;8
21/03/2020;Scotland;S08000032;Lanarkshire;49
21/03/2020;Scotland;S08000024;Lothian;44
21/03/2020;Scotland;S08000025;Orkney;
21/03/2020;Scotland;S08000026;Shetland;24
21/03/2020;Scotland;S08000030;Tayside;34
21/03/2020;Scotland;S08000028;Western Isles;
21/03/2020;Wales;W11000028;Aneurin Bevan;233
21/03/2020;Wales;W11000023;Betsi Cadwaladr;16
21/03/2020;Wales;W11000029;Cardiff and Vale;88
21/03/2020;Wales;W11000030;Cwm Taf;26
21/03/2020;Wales;W11000025;Hywel Dda;26
21/03/2020;Wales;;Outside Wales;3
21/03/2020;Wales;W11000024;Powys;12
21/03/2020;Wales;W11000031;Swansea Bay;52
21/03/2020;Wales;;Unknown;2
22/03/2020;England;E09000002;Barking and Dagenham;59
22/03/2020;England;E09000003;Barnet;176
22/03/2020;England;E08000016;Barnsley;29
22/03/2020;England;E06000022;Bath and North East Somerset;19
22/03/2020;England;E06000055;Bedford;13
22/03/2020;England;E09000004;Bexley;62
22/03/2020;England;E08000025;Birmingham;269
22/03/2020;England;E06000008;Blackburn with Darwen;4
22/03/2020;England;E08000001;Bolton;24
22/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;16
22/03/2020;England;E06000036;Bracknell Forest;15
22/03/2020;England;E08000032;Bradford;20
22/03/2020;England;E09000005;Brent;189
22/03/2020;England;E06000043;Brighton and Hove;30
22/03/2020;England;E06000023;Bristol, City of;41
22/03/2020;England;E09000006;Bromley;124
22/03/2020;England;E10000002;Buckinghamshire;96
22/03/2020;England;E08000002;Bury;24
22/03/2020;England;E10000003;Cambridgeshire;57
22/03/2020;England;E09000007;Camden;88
22/03/2020;England;E06000056;Central Bedfordshire;32
22/03/2020;England;E06000049;Cheshire East;32
22/03/2020;England;E06000050;Cheshire West and Chester;24
22/03/2020;England;E06000052;Cornwall and Isles of Scilly;35
22/03/2020;England;E06000047;County Durham;18
22/03/2020;England;E08000026;Coventry;42
22/03/2020;England;E09000008;Croydon;170
22/03/2020;England;E10000006;Cumbria;157
22/03/2020;England;E06000015;Derby;59
22/03/2020;England;E10000007;Derbyshire;143
22/03/2020;England;E10000008;Devon;52
22/03/2020;England;E08000017;Doncaster;23
22/03/2020;England;E06000059;Dorset;25
22/03/2020;England;E08000027;Dudley;62
22/03/2020;England;E09000009;Ealing;144
22/03/2020;England;E06000011;East Riding of Yorkshire;19
22/03/2020;England;E10000011;East Sussex;32
22/03/2020;England;E09000010;Enfield;112
22/03/2020;England;E10000012;Essex;137
22/03/2020;England;E10000013;Gloucestershire;58
22/03/2020;England;E09000011;Greenwich;102
22/03/2020;England;E09000012;Hackney;84
22/03/2020;England;E09000013;Hammersmith and Fulham;86
22/03/2020;England;E10000014;Hampshire;247
22/03/2020;England;E09000014;Haringey;94
22/03/2020;England;E09000015;Harrow;146
22/03/2020;England;E09000016;Havering;59
22/03/2020;England;E06000019;Herefordshire, County of;15
22/03/2020;England;E10000015;Hertfordshire;175
22/03/2020;England;E09000017;Hillingdon;96
22/03/2020;England;E09000018;Hounslow;95
22/03/2020;England;E06000046;Isle of Wight;8
22/03/2020;England;E09000019;Islington;81
22/03/2020;England;E09000020;Kensington and Chelsea;98
22/03/2020;England;E10000016;Kent;120
22/03/2020;England;E09000021;Kingston upon Thames;37
22/03/2020;England;E08000034;Kirklees;24
22/03/2020;England;E08000011;Knowsley;11
22/03/2020;England;E09000022;Lambeth;225
22/03/2020;England;E10000017;Lancashire;85
22/03/2020;England;E08000035;Leeds;52
22/03/2020;England;E06000016;Leicester;33
22/03/2020;England;E10000018;Leicestershire;92
22/03/2020;England;E09000023;Lewisham;122
22/03/2020;England;E10000019;Lincolnshire;35
22/03/2020;England;E08000012;Liverpool;72
22/03/2020;England;E06000032;Luton;35
22/03/2020;England;E08000003;Manchester;46
22/03/2020;England;E06000035;Medway;35
22/03/2020;England;E09000024;Merton;98
22/03/2020;England;E06000002;Middlesbrough;7
22/03/2020;England;E06000042;Milton Keynes;35
