Date;Country;AreaCode;Area;TotalCases
22/03/2020;England;E08000021;Newcastle upon Tyne;49
22/03/2020;England;E09000025;Newham;86
22/03/2020;England;E10000020;Norfolk;50
22/03/2020;England;E06000012;North East Lincolnshire;4
22/03/2020;England;E08000022;North Tyneside;20
22/03/2020;England;E10000023;North Yorkshire;43
22/03/2020;England;E10000021;Northamptonshire;64
22/03/2020;England;E06000057;Northumberland;13
22/03/2020;England;E06000018;Nottingham;51
22/03/2020;England;E10000024;Nottinghamshire;89
22/03/2020;England;E08000004;Oldham;40
22/03/2020;England;E10000025;Oxfordshire;85
22/03/2020;England;E06000031;Peterborough;16
22/03/2020;England;E06000044;Portsmouth;36
22/03/2020;England;E06000038;Reading;22
22/03/2020;England;E09000026;Redbridge;78
22/03/2020;England;E06000003;Redcar and Cleveland;7
22/03/2020;England;E09000027;Richmond upon Thames;47
22/03/2020;England;E08000005;Rochdale;25
22/03/2020;England;E08000018;Rotherham;28
22/03/2020;England;E08000006;Salford;45
22/03/2020;England;E08000028;Sandwell;73
22/03/2020;England;E08000014;Sefton;21
22/03/2020;England;E08000019;Sheffield;212
22/03/2020;England;E06000051;Shropshire;40
22/03/2020;England;E06000039;Slough;56
22/03/2020;England;E08000029;Solihull;21
22/03/2020;England;E10000027;Somerset;24
22/03/2020;England;E06000025;South Gloucestershire;23
22/03/2020;England;E06000045;Southampton;27
22/03/2020;England;E06000033;Southend-on-Sea;13
22/03/2020;England;E09000028;Southwark;208
22/03/2020;England;E08000013;St. Helens;14
22/03/2020;England;E10000028;Staffordshire;111
22/03/2020;England;E08000007;Stockport;49
22/03/2020;England;E06000021;Stoke-on-Trent;11
22/03/2020;England;E10000029;Suffolk;46
22/03/2020;England;E08000024;Sunderland;19
22/03/2020;England;E10000030;Surrey;234
22/03/2020;England;E09000029;Sutton;53
22/03/2020;England;E06000030;Swindon;12
22/03/2020;England;E08000008;Tameside;40
22/03/2020;England;E06000034;Thurrock;22
22/03/2020;England;E06000027;Torbay;17
22/03/2020;England;E09000030;Tower Hamlets;78
22/03/2020;England;E08000009;Trafford;45
22/03/2020;England;E08000036;Wakefield;19
22/03/2020;England;E08000030;Walsall;71
22/03/2020;England;E09000031;Waltham Forest;69
22/03/2020;England;E09000032;Wandsworth;185
22/03/2020;England;E06000007;Warrington;10
22/03/2020;England;E10000031;Warwickshire;86
22/03/2020;England;E06000037;West Berkshire;22
22/03/2020;England;E10000032;West Sussex;75
22/03/2020;England;E09000033;Westminster;157
22/03/2020;England;E08000010;Wigan;17
22/03/2020;England;E06000054;Wiltshire;41
22/03/2020;England;E06000040;Windsor and Maidenhead;35
22/03/2020;England;E08000015;Wirral;21
22/03/2020;England;E06000041;Wokingham;24
22/03/2020;England;E08000031;Wolverhampton;102
22/03/2020;England;E10000034;Worcestershire;78
22/03/2020;Scotland;S08000015;Ayrshire and Arran;25
22/03/2020;Scotland;S08000016;Borders;11
22/03/2020;Scotland;S08000017;Dumfries and Galloway;16
22/03/2020;Scotland;S08000029;Fife;16
22/03/2020;Scotland;S08000019;Forth Valley;30
22/03/2020;Scotland;S08000020;Grampian;23
22/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;130
22/03/2020;Scotland;S08000022;Highland;8
22/03/2020;Scotland;S08000032;Lanarkshire;49
22/03/2020;Scotland;S08000024;Lothian;46
22/03/2020;Scotland;S08000025;Orkney;
22/03/2020;Scotland;S08000026;Shetland;24
22/03/2020;Scotland;S08000030;Tayside;38
22/03/2020;Scotland;S08000028;Western Isles;
22/03/2020;Wales;W11000028;Aneurin Bevan;271
22/03/2020;Wales;W11000023;Betsi Cadwaladr;20
22/03/2020;Wales;W11000029;Cardiff and Vale;100
22/03/2020;Wales;W11000030;Cwm Taf;33
22/03/2020;Wales;W11000025;Hywel Dda;32
22/03/2020;Wales;;Outside Wales;3
22/03/2020;Wales;W11000024;Powys;12
22/03/2020;Wales;W11000031;Swansea Bay;60
22/03/2020;Wales;;Unknown;2
23/03/2020;England;E09000002;Barking and Dagenham;70
23/03/2020;England;E09000003;Barnet;207
23/03/2020;England;E08000016;Barnsley;42
23/03/2020;England;E06000022;Bath and North East Somerset;23
23/03/2020;England;E06000055;Bedford;24
23/03/2020;England;E09000004;Bexley;79
23/03/2020;England;E08000025;Birmingham;334
23/03/2020;England;E06000008;Blackburn with Darwen;7
23/03/2020;England;E06000009;Blackpool;9
23/03/2020;England;E08000001;Bolton;26
23/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;17
23/03/2020;England;E06000036;Bracknell Forest;17
23/03/2020;England;E08000032;Bradford;26
23/03/2020;England;E09000005;Brent;235
23/03/2020;England;E06000043;Brighton and Hove;34
23/03/2020;England;E06000023;Bristol, City of;50
23/03/2020;England;E09000006;Bromley;159
23/03/2020;England;E10000002;Buckinghamshire;104
23/03/2020;England;E08000002;Bury;27
23/03/2020;England;E08000033;Calderdale;9
23/03/2020;England;E10000003;Cambridgeshire;71
23/03/2020;England;E09000007;Camden;103
23/03/2020;England;E06000056;Central Bedfordshire;42
23/03/2020;England;E06000049;Cheshire East;34
23/03/2020;England;E06000050;Cheshire West and Chester;29
23/03/2020;England;E06000052;Cornwall and Isles of Scilly;41
23/03/2020;England;E06000047;County Durham;28
23/03/2020;England;E08000026;Coventry;53
23/03/2020;England;E09000008;Croydon;206
23/03/2020;England;E10000006;Cumbria;184
23/03/2020;England;E06000005;Darlington;4
23/03/2020;England;E06000015;Derby;76
23/03/2020;England;E10000007;Derbyshire;175
23/03/2020;England;E10000008;Devon;57
23/03/2020;England;E08000017;Doncaster;26
23/03/2020;England;E06000059;Dorset;29
23/03/2020;England;E08000027;Dudley;79
23/03/2020;England;E09000009;Ealing;173
23/03/2020;England;E06000011;East Riding of Yorkshire;24
23/03/2020;England;E10000011;East Sussex;36
23/03/2020;England;E09000010;Enfield;133
23/03/2020;England;E10000012;Essex;188
23/03/2020;England;E08000037;Gateshead;10
23/03/2020;England;E10000013;Gloucestershire;65
23/03/2020;England;E09000011;Greenwich;115
23/03/2020;England;E09000012;Hackney;104
23/03/2020;England;E09000013;Hammersmith and Fulham;100
23/03/2020;England;E10000014;Hampshire;296
23/03/2020;England;E09000014;Haringey;109
23/03/2020;England;E09000015;Harrow;165
23/03/2020;England;E09000016;Havering;69
23/03/2020;England;E06000019;Herefordshire, County of;20
23/03/2020;England;E10000015;Hertfordshire;233
23/03/2020;England;E09000017;Hillingdon;113
23/03/2020;England;E09000018;Hounslow;112
23/03/2020;England;E06000046;Isle of Wight;10
23/03/2020;England;E09000019;Islington;104
23/03/2020;England;E09000020;Kensington and Chelsea;106
23/03/2020;England;E10000016;Kent;167
23/03/2020;England;E09000021;Kingston upon Thames;48
23/03/2020;England;E08000034;Kirklees;28
23/03/2020;England;E08000011;Knowsley;12
23/03/2020;England;E09000022;Lambeth;253
23/03/2020;England;E10000017;Lancashire;120
23/03/2020;England;E08000035;Leeds;68
23/03/2020;England;E06000016;Leicester;44
23/03/2020;England;E10000018;Leicestershire;110
23/03/2020;England;E09000023;Lewisham;149
23/03/2020;England;E10000019;Lincolnshire;43
23/03/2020;England;E08000012;Liverpool;90
23/03/2020;England;E06000032;Luton;42
23/03/2020;England;E08000003;Manchester;58
23/03/2020;England;E06000035;Medway;46
23/03/2020;England;E09000024;Merton;113
23/03/2020;England;E06000002;Middlesbrough;8
23/03/2020;England;E06000042;Milton Keynes;57
23/03/2020;England;E08000021;Newcastle upon Tyne;67
23/03/2020;England;E09000025;Newham;112
23/03/2020;England;E10000020;Norfolk;62
23/03/2020;England;E06000012;North East Lincolnshire;6
23/03/2020;England;E06000013;North Lincolnshire;6
23/03/2020;England;E08000022;North Tyneside;24
23/03/2020;England;E10000023;North Yorkshire;56
23/03/2020;England;E10000021;Northamptonshire;81
23/03/2020;England;E06000057;Northumberland;20
23/03/2020;England;E06000018;Nottingham;56
23/03/2020;England;E10000024;Nottinghamshire;97
23/03/2020;England;E08000004;Oldham;46
23/03/2020;England;E10000025;Oxfordshire;107
23/03/2020;England;E06000031;Peterborough;19
23/03/2020;England;E06000026;Plymouth;19
23/03/2020;England;E06000044;Portsmouth;45
23/03/2020;England;E06000038;Reading;26
23/03/2020;England;E09000026;Redbridge;95
23/03/2020;England;E06000003;Redcar and Cleveland;9
23/03/2020;England;E09000027;Richmond upon Thames;63
23/03/2020;England;E08000005;Rochdale;35
23/03/2020;England;E08000018;Rotherham;38
23/03/2020;England;E06000017;Rutland;1
23/03/2020;England;E08000006;Salford;56
23/03/2020;England;E08000028;Sandwell;95
23/03/2020;England;E08000014;Sefton;28
23/03/2020;England;E08000019;Sheffield;273
23/03/2020;England;E06000051;Shropshire;44
23/03/2020;England;E06000039;Slough;66
23/03/2020;England;E08000029;Solihull;30
23/03/2020;England;E10000027;Somerset;28
23/03/2020;England;E06000025;South Gloucestershire;31
23/03/2020;England;E08000023;South Tyneside;10
23/03/2020;England;E06000045;Southampton;33
23/03/2020;England;E06000033;Southend-on-Sea;19
23/03/2020;England;E09000028;Southwark;251
23/03/2020;England;E08000013;St. Helens;18
23/03/2020;England;E10000028;Staffordshire;137
23/03/2020;England;E08000007;Stockport;55
23/03/2020;England;E06000004;Stockton-on-Tees;15
23/03/2020;England;E06000021;Stoke-on-Trent;15
23/03/2020;England;E10000029;Suffolk;62
23/03/2020;England;E08000024;Sunderland;25
23/03/2020;England;E10000030;Surrey;284
23/03/2020;England;E09000029;Sutton;78
23/03/2020;England;E06000030;Swindon;15
23/03/2020;England;E08000008;Tameside;43
23/03/2020;England;E06000020;Telford and Wrekin;19
23/03/2020;England;E06000034;Thurrock;31
23/03/2020;England;E06000027;Torbay;19
23/03/2020;England;E09000030;Tower Hamlets;89
23/03/2020;England;E08000009;Trafford;50
23/03/2020;England;E08000036;Wakefield;26
23/03/2020;England;E08000030;Walsall;90
23/03/2020;England;E09000031;Waltham Forest;90
23/03/2020;England;E09000032;Wandsworth;212
23/03/2020;England;E06000007;Warrington;15
23/03/2020;England;E10000031;Warwickshire;114
23/03/2020;England;E06000037;West Berkshire;30
23/03/2020;England;E10000032;West Sussex;89
23/03/2020;England;E09000033;Westminster;179
23/03/2020;England;E08000010;Wigan;20
23/03/2020;England;E06000054;Wiltshire;47
23/03/2020;England;E06000040;Windsor and Maidenhead;42
23/03/2020;England;E08000015;Wirral;28
23/03/2020;England;E06000041;Wokingham;25
23/03/2020;England;E08000031;Wolverhampton;111
23/03/2020;England;E10000034;Worcestershire;92
23/03/2020;England;E06000014;York;14
23/03/2020;Scotland;S08000015;Ayrshire and Arran;34
23/03/2020;Scotland;S08000016;Borders;12
23/03/2020;Scotland;S08000017;Dumfries and Galloway;18
23/03/2020;Scotland;S08000029;Fife;19
23/03/2020;Scotland;S08000019;Forth Valley;40
23/03/2020;Scotland;S08000020;Grampian;24
23/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;152
23/03/2020;Scotland;S08000022;Highland;12
23/03/2020;Scotland;S08000032;Lanarkshire;58
23/03/2020;Scotland;S08000024;Lothian;59
23/03/2020;Scotland;S08000025;Orkney;
23/03/2020;Scotland;S08000026;Shetland;24
23/03/2020;Scotland;S08000030;Tayside;47
23/03/2020;Scotland;S08000028;Western Isles;
23/03/2020;Wales;W11000028;Aneurin Bevan;332
23/03/2020;Wales;W11000023;Betsi Cadwaladr;22
23/03/2020;Wales;W11000029;Cardiff and Vale;130
23/03/2020;Wales;W11000030;Cwm Taf;45
23/03/2020;Wales;W11000025;Hywel Dda;44
23/03/2020;Wales;;Outside Wales;5
23/03/2020;Wales;W11000024;Powys;14
23/03/2020;Wales;W11000031;Swansea Bay;70
23/03/2020;Wales;;Unknown;3
24/03/2020;England;E09000002;Barking and Dagenham;82
24/03/2020;England;E09000003;Barnet;246
24/03/2020;England;E08000016;Barnsley;58
24/03/2020;England;E06000022;Bath and North East Somerset;26
24/03/2020;England;E06000055;Bedford;32
24/03/2020;England;E09000004;Bexley;92
24/03/2020;England;E08000025;Birmingham;401
24/03/2020;England;E06000008;Blackburn with Darwen;11
24/03/2020;England;E06000009;Blackpool;10
24/03/2020;England;E08000001;Bolton;31
24/03/2020;England;E06000058;Bournemouth, Christchurch and Poole;22
24/03/2020;England;E06000036;Bracknell Forest;18
24/03/2020;England;E08000032;Bradford;35
24/03/2020;England;E09000005;Brent;263
24/03/2020;England;E06000043;Brighton and Hove;41
24/03/2020;England;E06000023;Bristol, City of;54
24/03/2020;England;E09000006;Bromley;189
24/03/2020;England;E10000002;Buckinghamshire;113
24/03/2020;England;E08000002;Bury;35
24/03/2020;England;E08000033;Calderdale;10
24/03/2020;England;E10000003;Cambridgeshire;88
24/03/2020;England;E09000007;Camden;123
24/03/2020;England;E06000056;Central Bedfordshire;50
24/03/2020;England;E06000049;Cheshire East;41
24/03/2020;England;E06000050;Cheshire West and Chester;33
24/03/2020;England;E06000052;Cornwall and Isles of Scilly;44
24/03/2020;England;E06000047;County Durham;34
24/03/2020;England;E08000026;Coventry;72
24/03/2020;England;E09000008;Croydon;233
24/03/2020;England;E10000006;Cumbria;229
24/03/2020;England;E06000005;Darlington;6
24/03/2020;England;E06000015;Derby;97
24/03/2020;England;E10000007;Derbyshire;196
24/03/2020;England;E10000008;Devon;63
24/03/2020;England;E08000017;Doncaster;35
24/03/2020;England;E06000059;Dorset;31
24/03/2020;England;E08000027;Dudley;92
24/03/2020;England;E09000009;Ealing;207
24/03/2020;England;E06000011;East Riding of Yorkshire;26
24/03/2020;England;E10000011;East Sussex;45
24/03/2020;England;E09000010;Enfield;157
24/03/2020;England;E10000012;Essex;225
24/03/2020;England;E08000037;Gateshead;17
24/03/2020;England;E10000013;Gloucestershire;79
24/03/2020;England;E09000011;Greenwich;132
24/03/2020;England;E09000012;Hackney;124
24/03/2020;England;E06000006;Halton;13
24/03/2020;England;E09000013;Hammersmith and Fulham;114
24/03/2020;England;E10000014;Hampshire;330
24/03/2020;England;E09000014;Haringey;128
24/03/2020;England;E09000015;Harrow;191
24/03/2020;England;E09000016;Havering;85
24/03/2020;England;E06000019;Herefordshire, County of;23
24/03/2020;England;E10000015;Hertfordshire;278
24/03/2020;England;E09000017;Hillingdon;131
24/03/2020;England;E09000018;Hounslow;127
24/03/2020;England;E09000019;Islington;124
24/03/2020;England;E09000020;Kensington and Chelsea;113
24/03/2020;England;E10000016;Kent;204
24/03/2020;England;E06000010;Kingston upon Hull, City of;5
24/03/2020;England;E09000021;Kingston upon Thames;64
24/03/2020;England;E08000034;Kirklees;34
24/03/2020;England;E08000011;Knowsley;16
24/03/2020;England;E09000022;Lambeth;279
24/03/2020;England;E10000017;Lancashire;161
24/03/2020;England;E08000035;Leeds;86
24/03/2020;England;E06000016;Leicester;64
24/03/2020;England;E10000018;Leicestershire;131
24/03/2020;England;E09000023;Lewisham;164
24/03/2020;England;E10000019;Lincolnshire;56
24/03/2020;England;E08000012;Liverpool;115
24/03/2020;England;E06000032;Luton;56
24/03/2020;England;E08000003;Manchester;67
24/03/2020;England;E06000035;Medway;62
24/03/2020;England;E09000024;Merton;136
24/03/2020;England;E06000002;Middlesbrough;10
24/03/2020;England;E06000042;Milton Keynes;71
24/03/2020;England;E08000021;Newcastle upon Tyne;87
24/03/2020;England;E09000025;Newham;124
24/03/2020;England;E10000020;Norfolk;76
24/03/2020;England;E06000012;North East Lincolnshire;10
24/03/2020;England;E06000013;North Lincolnshire;7
24/03/2020;England;E06000024;North Somerset;21
24/03/2020;England;E08000022;North Tyneside;28
24/03/2020;England;E10000023;North Yorkshire;65
24/03/2020;England;E10000021;Northamptonshire;97
24/03/2020;England;E06000057;Northumberland;28
24/03/2020;England;E06000018;Nottingham;62
24/03/2020;England;E10000024;Nottinghamshire;114
24/03/2020;England;E08000004;Oldham;58
24/03/2020;England;E10000025;Oxfordshire;130
24/03/2020;England;E06000031;Peterborough;21
24/03/2020;England;E06000026;Plymouth;26
24/03/2020;England;E06000044;Portsmouth;51
24/03/2020;England;E06000038;Reading;28
24/03/2020;England;E09000026;Redbridge;106
24/03/2020;England;E06000003;Redcar and Cleveland;11
24/03/2020;England;E09000027;Richmond upon Thames;77
24/03/2020;England;E08000005;Rochdale;42
24/03/2020;England;E08000018;Rotherham;50
24/03/2020;England;E06000017;Rutland;2
24/03/2020;England;E08000006;Salford;72
24/03/2020;England;E08000028;Sandwell;112
24/03/2020;England;E08000014;Sefton;35
24/03/2020;England;E08000019;Sheffield;332
24/03/2020;England;E06000051;Shropshire;54
24/03/2020;England;E06000039;Slough;73
24/03/2020;England;E08000029;Solihull;45
24/03/2020;England;E10000027;Somerset;32
24/03/2020;England;E06000025;South Gloucestershire;36
24/03/2020;England;E08000023;South Tyneside;15
24/03/2020;England;E06000045;Southampton;35
24/03/2020;England;E06000033;Southend-on-Sea;25
24/03/2020;England;E09000028;Southwark;281
24/03/2020;England;E08000013;St. Helens;29
24/03/2020;England;E10000028;Staffordshire;158
24/03/2020;England;E08000007;Stockport;65
24/03/2020;England;E06000004;Stockton-on-Tees;17
24/03/2020;England;E06000021;Stoke-on-Trent;20
24/03/2020;England;E10000029;Suffolk;72
24/03/2020;England;E08000024;Sunderland;43
24/03/2020;England;E10000030;Surrey;326
24/03/2020;England;E09000029;Sutton;95
24/03/2020;England;E06000030;Swindon;19
24/03/2020;England;E08000008;Tameside;48
24/03/2020;England;E06000020;Telford and Wrekin;22
24/03/2020;England;E06000034;Thurrock;33
24/03/2020;England;E06000027;Torbay;21
24/03/2020;England;E09000030;Tower Hamlets;106
24/03/2020;England;E08000009;Trafford;60
24/03/2020;England;E08000036;Wakefield;33
24/03/2020;England;E08000030;Walsall;106
24/03/2020;England;E09000031;Waltham Forest;101
24/03/2020;England;E09000032;Wandsworth;240
24/03/2020;England;E06000007;Warrington;18
24/03/2020;England;E10000031;Warwickshire;134
24/03/2020;England;E06000037;West Berkshire;33
24/03/2020;England;E10000032;West Sussex;109
24/03/2020;England;E09000033;Westminster;195
24/03/2020;England;E08000010;Wigan;26
24/03/2020;England;E06000054;Wiltshire;55
24/03/2020;England;E06000040;Windsor and Maidenhead;44
24/03/2020;England;E08000015;Wirral;38
24/03/2020;England;E06000041;Wokingham;26
24/03/2020;England;E08000031;Wolverhampton;134
24/03/2020;England;E10000034;Worcestershire;109
24/03/2020;England;E06000014;York;16
24/03/2020;Scotland;S08000015;Ayrshire and Arran;41
24/03/2020;Scotland;S08000016;Borders;12
24/03/2020;Scotland;S08000017;Dumfries and Galloway;26
24/03/2020;Scotland;S08000029;Fife;25
24/03/2020;Scotland;S08000019;Forth Valley;43
24/03/2020;Scotland;S08000020;Grampian;24
24/03/2020;Scotland;S08000031;Greater Glasgow and Clyde;183
24/03/2020;Scotland;S08000022;Highland;13
24/03/2020;Scotland;S08000032;Lanarkshire;75
24/03/2020;Scotland;S08000024;Lothian;70
24/03/2020;Scotland;S08000025;Orkney;
24/03/2020;Scotland;S08000026;Shetland;24
24/03/2020;Scotland;S08000030;Tayside;48
24/03/2020;Scotland;S08000028;Western Isles;
24/03/2020;Wales;W11000028;Aneurin Bevan;377
24/03/2020;Wales;W11000023;Betsi Cadwaladr;32
24/03/2020;Wales;W11000029;Cardiff and Vale;166
24/03/2020;Wales;W11000030;Cwm Taf;66
